NOME,DATAHORA,RUMO,VELOCIDADE,LATITUDE,LONGITUDE
NAVIO TESTE 2,2023-12-04 06:48:33,204.8,13.0,-5.562451,-31.051618
NAVIO TESTE 2,2023-12-04 06:51:14,204.7,13.0,-5.571343,-31.055646
NAVIO TESTE 2,2023-12-04 07:16:53,204.6,13.0,-5.655916,-31.093648
NAVIO TESTE 2,2023-12-04 07:19:14,204.1,13.1,-5.663723,-31.097125
NAVIO TESTE 2,2023-12-04 07:21:14,204.4,12.9,-5.670323,-31.1001
NAVIO TESTE 2,2023-12-04 07:25:33,203.7,13.0,-5.684675,-31.106415
NAVIO TESTE 2,2023-12-04 07:28:23,205.1,13.0,-5.694001,-31.110545
NAVIO TESTE 2,2023-12-04 07:30:33,204.4,12.9,-5.701201,-31.11377
NAVIO TESTE 2,2023-12-04 07:51:23,203.9,13.0,-5.76988,-31.144403
NAVIO TESTE 2,2023-12-04 07:55:14,203.7,12.9,-5.782541,-31.150063
NAVIO TESTE 2,2023-12-04 08:03:04,204.3,12.9,-5.808278,-31.161586
NAVIO TESTE 2,2023-12-04 08:07:24,204.2,12.9,-5.822498,-31.167975
NAVIO TESTE 2,2023-12-04 08:27:44,204.9,12.9,-5.889201,-31.198045
NAVIO TESTE 2,2023-12-04 10:25:24,204.3,12.6,-6.27537,-31.372205
NAVIO TESTE 2,2023-12-04 10:34:13,204.0,12.8,-6.303791,-31.384941
NAVIO TESTE 2,2023-12-04 10:42:12,203.9,12.7,-6.32973,-31.396565
NAVIO TESTE 2,2023-12-04 11:18:52,205.3,12.7,-6.447998,-31.451853
NAVIO TESTE 2,2023-12-04 11:21:12,204.6,12.7,-6.455488,-31.455321
NAVIO TESTE 2,2023-12-04 11:40:53,203.8,12.7,-6.519083,-31.484076
NAVIO TESTE 2,2023-12-04 11:41:02,204.0,12.8,-6.519568,-31.484296
NAVIO TESTE 2,2023-12-04 11:41:12,204.1,12.7,-6.520106,-31.48454
NAVIO TESTE 2,2023-12-04 11:41:22,203.8,12.8,-6.5207,-31.484808
NAVIO TESTE 2,2023-12-04 11:41:33,203.5,12.8,-6.52124,-31.485053
NAVIO TESTE 2,2023-12-04 11:41:37,204.6,12.7,-6.507198,-31.478725
NAVIO TESTE 2,2023-12-04 11:42:02,204.9,12.9,-6.522811,-31.485775
NAVIO TESTE 2,2023-12-04 11:42:14,204.2,12.8,-6.523465,-31.486066
NAVIO TESTE 2,2023-12-04 11:42:42,203.8,12.8,-6.525043,-31.486771
NAVIO TESTE 2,2023-12-04 11:43:14,204.4,12.8,-6.526726,-31.487521
NAVIO TESTE 2,2023-12-04 11:55:22,204.3,12.9,-6.566468,-31.505533
NAVIO TESTE 2,2023-12-04 12:05:33,204.0,12.9,-6.599916,-31.520296
NAVIO TESTE 2,2023-12-04 12:08:33,204.0,12.8,-6.609781,-31.524625
NAVIO TESTE 2,2023-12-04 12:11:03,203.8,12.9,-6.61811,-31.528253
NAVIO TESTE 2,2023-12-04 12:13:24,203.4,12.9,-6.62584,-31.531631
NAVIO TESTE 2,2023-12-04 12:16:12,202.8,13.0,-6.635185,-31.535708
NAVIO TESTE 2,2023-12-04 12:17:03,203.5,13.0,-6.637958,-31.536928
NAVIO TESTE 2,2023-12-04 12:18:23,203.7,12.9,-6.64242,-31.538878
NAVIO TESTE 2,2023-12-04 12:19:12,203.9,13.0,-6.645136,-31.540085
NAVIO TESTE 2,2023-12-04 12:19:23,203.4,13.0,-6.645743,-31.540345
NAVIO TESTE 2,2023-12-04 12:19:34,203.1,13.0,-6.646345,-31.540606
NAVIO TESTE 2,2023-12-04 12:20:12,203.3,13.0,-6.648443,-31.54152
NAVIO TESTE 2,2023-12-04 12:21:52,203.0,13.0,-6.653998,-31.543893
NAVIO TESTE 2,2023-12-04 12:36:33,202.6,13.0,-6.70303,-31.56501
NAVIO TESTE 2,2023-12-04 13:00:52,204.7,13.1,-6.783961,-31.601461
NAVIO TESTE 2,2023-12-04 13:10:02,204.9,13.0,-6.814545,-31.615336
NAVIO TESTE 2,2023-12-04 13:36:23,203.9,13.0,-6.901753,-31.653145
NAVIO TESTE 2,2023-12-04 13:41:34,204.3,13.1,-6.919033,-31.66107
NAVIO TESTE 2,2023-12-04 13:43:44,204.9,13.1,-6.926125,-31.664383
NAVIO TESTE 2,2023-12-04 14:07:32,206.5,13.1,-7.004478,-31.702125
NAVIO TESTE 2,2023-12-04 14:19:43,202.3,13.1,-7.04514,-31.720151
NAVIO TESTE 2,2023-12-04 15:26:14,204.9,13.1,-7.267805,-31.821423
NAVIO TESTE 2,2023-12-04 15:36:42,204.9,13.1,-7.302526,-31.837741
NAVIO TESTE 2,2023-12-04 15:39:02,205.1,13.1,-7.310183,-31.841328
NAVIO TESTE 2,2023-12-04 16:28:50,203.7,13.1,-7.476456,-31.916105
NAVIO TESTE 2,2023-12-04 16:30:01,203.2,13.1,-7.480333,-31.917816
NAVIO TESTE 2,2023-12-04 16:30:31,203.1,13.1,-7.482016,-31.918543
NAVIO TESTE 2,2023-12-04 16:30:50,203.7,13.0,-7.4831,-31.919013
NAVIO TESTE 2,2023-12-04 16:31:01,203.4,13.1,-7.483716,-31.919285
NAVIO TESTE 2,2023-12-04 16:33:31,203.6,13.1,-7.492093,-31.922983
NAVIO TESTE 2,2023-12-04 16:33:50,204.5,13.1,-7.493168,-31.923455
NAVIO TESTE 2,2023-12-04 16:34:50,204.0,13.2,-7.49653,-31.924935
NAVIO TESTE 2,2023-12-04 16:35:21,204.0,13.1,-7.498215,-31.925708
NAVIO TESTE 2,2023-12-04 16:37:21,204.2,13.0,-7.504896,-31.928676
NAVIO TESTE 2,2023-12-04 16:37:50,204.2,13.0,-7.506558,-31.929413
NAVIO TESTE 2,2023-12-04 16:43:23,204.2,13.0,-7.524878,-31.93757
NAVIO TESTE 2,2023-12-04 16:48:53,204.2,13.2,-7.543335,-31.945696
NAVIO TESTE 2,2023-12-04 16:52:03,204.7,13.2,-7.55388,-31.950398
NAVIO TESTE 2,2023-12-04 16:54:13,203.3,13.1,-7.561098,-31.95358
NAVIO TESTE 2,2023-12-04 17:07:23,205.0,13.2,-7.605196,-31.973196
NAVIO TESTE 2,2023-12-04 17:19:13,203.9,13.2,-7.64509,-31.99094
NAVIO TESTE 2,2023-12-04 17:21:24,203.9,13.2,-7.65247,-31.994186
NAVIO TESTE 2,2023-12-04 17:23:54,203.3,13.3,-7.66096,-31.997983
NAVIO TESTE 2,2023-12-04 17:26:14,204.1,13.2,-7.668756,-32.001415
NAVIO TESTE 2,2023-12-04 17:28:33,203.8,13.1,-7.676605,-32.004886
NAVIO TESTE 2,2023-12-04 17:56:13,203.4,13.2,-7.769418,-32.04574
NAVIO TESTE 2,2023-12-04 17:58:32,203.0,13.1,-7.777343,-32.049201
NAVIO TESTE 2,2023-12-04 17:58:43,203.6,13.1,-7.777848,-32.049421
NAVIO TESTE 2,2023-12-04 18:30:33,206.0,13.2,-7.884338,-32.098433
NAVIO TESTE 2,2023-12-04 18:32:43,205.5,13.2,-7.891536,-32.101908
NAVIO TESTE 2,2023-12-04 18:35:03,206.1,13.3,-7.89915,-32.10561
NAVIO TESTE 2,2023-12-04 18:46:25,205.4,13.2,-7.936921,-32.123866
NAVIO TESTE 2,2023-12-04 18:51:43,203.6,13.2,-7.954651,-32.131926
NAVIO TESTE 2,2023-12-04 18:54:53,203.8,13.2,-7.965228,-32.136601
NAVIO TESTE 2,2023-12-04 19:35:04,205.4,13.1,-8.099193,-32.197038
NAVIO TESTE 2,2023-12-04 19:45:34,205.0,13.2,-8.134231,-32.213176
NAVIO TESTE 2,2023-12-04 19:49:03,205.1,13.2,-8.145883,-32.218525
NAVIO TESTE 2,2023-12-04 20:27:23,204.9,13.3,-8.274533,-32.277401
NAVIO TESTE 2,2023-12-04 20:30:43,204.3,13.3,-8.28579,-32.282528
NAVIO TESTE 2,2023-12-04 21:57:53,204.4,13.5,-8.581253,-32.415385
NAVIO TESTE 2,2023-12-04 22:25:02,204.2,13.4,-8.67345,-32.458181
NAVIO TESTE 2,2023-12-04 22:29:03,204.2,13.4,-8.687118,-32.464465
NAVIO TESTE 2,2023-12-04 22:31:34,205.1,13.4,-8.695685,-32.468361
NAVIO TESTE 2,2023-12-04 22:35:12,204.1,13.4,-8.708091,-32.474006
NAVIO TESTE 2,2023-12-04 22:59:43,204.4,13.4,-8.792133,-32.511078
NAVIO TESTE 2,2023-12-04 23:07:52,204.8,13.3,-8.819775,-32.523781
NAVIO TESTE 2,2023-12-04 23:33:23,203.9,13.3,-8.905666,-32.563566
NAVIO TESTE 2,2023-12-04 23:34:03,203.4,13.3,-8.907963,-32.564606
NAVIO TESTE 2,2023-12-04 23:34:12,203.2,13.3,-8.908421,-32.564805
NAVIO TESTE 2,2023-12-04 23:36:42,203.2,13.1,-8.917051,-32.568565
NAVIO TESTE 2,2023-12-04 23:40:12,202.8,13.2,-8.928953,-32.573758
NAVIO TESTE 2,2023-12-04 23:46:13,204.2,13.3,-8.94932,-32.582888
NAVIO TESTE 2,2023-12-04 23:51:04,204.7,13.2,-8.965685,-32.590171
NAVIO TESTE 2,2023-12-05 00:07:43,205.7,13.2,-9.021586,-32.615905
NAVIO TESTE 2,2023-12-05 00:07:52,205.4,13.3,-9.022148,-32.616166
NAVIO TESTE 2,2023-12-05 00:08:43,205.4,13.2,-9.024995,-32.617495
NAVIO TESTE 2,2023-12-05 00:09:12,204.2,13.3,-9.02658,-32.618233
NAVIO TESTE 2,2023-12-05 00:10:32,204.4,13.3,-9.031083,-32.620343
NAVIO TESTE 2,2023-12-05 00:10:52,205.2,13.2,-9.032208,-32.620886
NAVIO TESTE 2,2023-12-05 00:11:02,204.2,13.3,-9.032761,-32.621151
NAVIO TESTE 2,2023-12-05 00:13:02,204.1,13.2,-9.039421,-32.624281
NAVIO TESTE 2,2023-12-05 00:14:02,204.0,13.2,-9.04278,-32.625825
NAVIO TESTE 2,2023-12-05 00:14:12,204.2,13.2,-9.043335,-32.626076
NAVIO TESTE 2,2023-12-05 00:14:43,203.6,13.2,-9.045118,-32.626878
NAVIO TESTE 2,2023-12-05 00:14:53,204.2,13.2,-9.045625,-32.627105
NAVIO TESTE 2,2023-12-05 00:15:13,203.7,13.2,-9.046755,-32.627611
NAVIO TESTE 2,2023-12-05 00:15:32,203.0,13.2,-9.04781,-32.628081
NAVIO TESTE 2,2023-12-05 00:15:43,203.8,13.2,-9.04848,-32.628378
NAVIO TESTE 2,2023-12-05 00:35:43,203.8,13.2,-9.115978,-32.658568
NAVIO TESTE 2,2023-12-05 00:40:53,203.4,13.3,-9.133483,-32.666355
NAVIO TESTE 2,2023-12-05 00:42:43,204.6,13.2,-9.139671,-32.669201
NAVIO TESTE 2,2023-12-05 00:46:13,204.7,13.0,-9.151351,-32.67456
NAVIO TESTE 2,2023-12-05 00:48:43,204.7,13.2,-9.159698,-32.67839
NAVIO TESTE 2,2023-12-05 01:02:22,204.9,13.1,-9.20552,-32.699345
NAVIO TESTE 2,2023-12-05 01:06:02,204.8,13.1,-9.217798,-32.704905
NAVIO TESTE 2,2023-12-05 01:19:03,203.9,13.1,-9.261486,-32.724473
NAVIO TESTE 2,2023-12-05 01:25:03,204.4,13.1,-9.281465,-32.733803
NAVIO TESTE 2,2023-12-05 01:32:24,203.4,13.1,-9.306015,-32.745041
NAVIO TESTE 2,2023-12-05 02:25:45,203.4,13.0,-9.48543,-32.825561
NAVIO TESTE 2,2023-12-05 03:15:00,205.6,12.9,-9.648726,-32.89989
NAVIO TESTE 2,2023-12-05 03:15:22,205.6,13.0,-9.649895,-32.900453
NAVIO TESTE 2,2023-12-05 03:39:34,205.7,13.0,-9.728875,-32.938893
NAVIO TESTE 2,2023-12-05 04:31:34,203.7,13.1,-9.902683,-33.017643
NAVIO TESTE 2,2023-12-05 04:37:03,203.9,13.1,-9.921105,-33.025893
NAVIO TESTE 2,2023-12-05 04:44:22,204.3,13.2,-9.945721,-33.036971
NAVIO TESTE 2,2023-12-05 04:44:41,204.5,13.1,-9.946806,-33.037445
NAVIO TESTE 2,2023-12-05 04:45:12,203.7,13.2,-9.948603,-33.03824
NAVIO TESTE 2,2023-12-05 04:45:22,203.3,13.1,-9.949163,-33.038485
NAVIO TESTE 2,2023-12-05 04:45:41,203.8,13.2,-9.950165,-33.03894
NAVIO TESTE 2,2023-12-05 04:46:02,204.5,13.1,-9.951331,-33.039468
NAVIO TESTE 2,2023-12-05 04:47:22,204.5,13.1,-9.955806,-33.04148
NAVIO TESTE 2,2023-12-05 04:47:41,204.3,13.1,-9.956863,-33.04196
NAVIO TESTE 2,2023-12-05 04:47:52,204.9,13.1,-9.957475,-33.04224
NAVIO TESTE 2,2023-12-05 04:48:22,203.8,13.1,-9.959208,-33.043013
NAVIO TESTE 2,2023-12-05 04:48:41,204.0,13.1,-9.960215,-33.043458
NAVIO TESTE 2,2023-12-05 04:49:02,203.9,13.1,-9.961393,-33.043976
NAVIO TESTE 2,2023-12-05 04:49:41,203.8,13.1,-9.963573,-33.044966
NAVIO TESTE 2,2023-12-05 04:52:41,204.0,13.1,-9.97364,-33.04947
NAVIO TESTE 2,2023-12-05 04:52:51,204.4,13.1,-9.974198,-33.049723
NAVIO TESTE 2,2023-12-05 04:53:02,203.3,13.1,-9.974811,-33.049996
NAVIO TESTE 2,2023-12-05 04:54:31,203.3,13.1,-9.979795,-33.052235
NAVIO TESTE 2,2023-12-05 04:54:41,203.9,13.1,-9.980351,-33.052488
NAVIO TESTE 2,2023-12-05 04:55:12,204.1,13.1,-9.982141,-33.053293
NAVIO TESTE 2,2023-12-05 04:55:22,204.2,13.1,-9.982696,-33.05355
NAVIO TESTE 2,2023-12-05 04:56:51,204.0,13.1,-9.987655,-33.05578
NAVIO TESTE 2,2023-12-05 04:59:02,203.7,13.1,-9.994913,-33.059026
NAVIO TESTE 2,2023-12-05 05:17:13,204.2,13.1,-10.055856,-33.086281
NAVIO TESTE 2,2023-12-05 05:20:04,204.7,13.2,-10.06527,-33.090441
NAVIO TESTE 2,2023-12-05 05:20:24,203.8,13.0,-10.066441,-33.090966
NAVIO TESTE 2,2023-12-05 05:22:34,203.9,13.1,-10.07367,-33.09423
NAVIO TESTE 2,2023-12-05 05:26:13,203.5,13.0,-10.085931,-33.09965
NAVIO TESTE 2,2023-12-05 05:28:45,203.9,13.2,-10.094478,-33.103458
NAVIO TESTE 2,2023-12-05 05:50:24,202.4,13.0,-10.167621,-33.135238
NAVIO TESTE 2,2023-12-05 06:14:13,205.2,13.0,-10.246616,-33.171985
NAVIO TESTE 2,2023-12-05 06:16:33,204.7,13.0,-10.254191,-33.175623
NAVIO TESTE 2,2023-12-05 06:18:53,206.0,12.9,-10.261843,-33.179325
NAVIO TESTE 2,2023-12-05 06:24:33,205.5,13.0,-10.28043,-33.188205
NAVIO TESTE 2,2023-12-05 06:27:14,205.8,12.9,-10.289225,-33.192445
NAVIO TESTE 2,2023-12-05 06:29:15,204.5,13.0,-10.295855,-33.195611
NAVIO TESTE 2,2023-12-05 06:56:54,203.8,13.0,-10.387201,-33.237948
NAVIO TESTE 2,2023-12-05 07:00:13,203.3,12.9,-10.398276,-33.242728
NAVIO TESTE 2,2023-12-05 07:03:13,203.7,12.9,-10.408271,-33.24705
NAVIO TESTE 2,2023-12-05 07:06:05,202.9,12.9,-10.417811,-33.251176
NAVIO TESTE 2,2023-12-05 07:08:13,203.5,12.8,-10.424928,-33.254258
NAVIO TESTE 2,2023-12-05 07:30:43,205.1,12.9,-10.49918,-33.286835
NAVIO TESTE 2,2023-12-05 07:33:43,205.2,12.8,-10.509048,-33.29139
NAVIO TESTE 2,2023-12-05 07:36:43,204.8,12.9,-10.518905,-33.295925
NAVIO TESTE 2,2023-12-05 07:39:04,204.8,12.9,-10.526548,-33.299471
NAVIO TESTE 2,2023-12-05 08:08:02,204.3,12.9,-10.621218,-33.344115
NAVIO TESTE 2,2023-12-05 08:10:22,204.0,12.9,-10.628918,-33.347623
NAVIO TESTE 2,2023-12-05 08:14:32,204.1,13.0,-10.642603,-33.353843
NAVIO TESTE 2,2023-12-05 09:24:14,203.4,13.2,-10.874171,-33.459236
NAVIO TESTE 2,2023-12-05 10:19:04,205.8,13.1,-11.058415,-33.542996
NAVIO TESTE 2,2023-12-05 10:22:12,205.1,13.1,-11.068791,-33.547951
NAVIO TESTE 2,2023-12-05 10:39:52,204.1,13.2,-11.127748,-33.575198
NAVIO TESTE 2,2023-12-05 10:44:12,203.6,13.1,-11.142298,-33.581838
NAVIO TESTE 2,2023-12-05 10:57:54,204.6,13.1,-11.187995,-33.602755
NAVIO TESTE 2,2023-12-05 11:09:54,205.0,13.0,-11.227868,-33.621023
NAVIO TESTE 2,2023-12-05 11:14:33,203.3,13.0,-11.243261,-33.628095
NAVIO TESTE 2,2023-12-05 11:18:33,204.3,13.0,-11.256511,-33.63415
NAVIO TESTE 2,2023-12-05 11:32:33,205.0,13.2,-11.303276,-33.655596
NAVIO TESTE 2,2023-12-05 11:58:52,203.7,13.1,-11.39125,-33.695513
NAVIO TESTE 2,2023-12-05 12:02:43,204.2,13.1,-11.404041,-33.701241
NAVIO TESTE 2,2023-12-05 12:06:23,204.2,13.0,-11.416291,-33.706831
NAVIO TESTE 2,2023-12-05 12:07:03,204.2,13.1,-11.418555,-33.707866
NAVIO TESTE 2,2023-12-05 12:11:54,204.1,13.0,-11.43459,-33.715133
NAVIO TESTE 2,2023-12-05 12:16:53,205.7,13.0,-11.451271,-33.722728
NAVIO TESTE 2,2023-12-05 12:17:42,204.9,13.1,-11.45393,-33.723943
NAVIO TESTE 2,2023-12-05 13:00:03,203.7,13.2,-11.595476,-33.78884
NAVIO TESTE 2,2023-12-05 13:08:23,204.2,13.2,-11.623483,-33.801456
NAVIO TESTE 2,2023-12-05 13:17:24,205.0,13.2,-11.653775,-33.815318
NAVIO TESTE 2,2023-12-05 13:21:03,204.9,13.2,-11.665865,-33.820998
NAVIO TESTE 2,2023-12-05 13:46:22,203.4,13.4,-11.75188,-33.860425
NAVIO TESTE 2,2023-12-05 13:49:03,203.9,13.4,-11.761055,-33.86455
NAVIO TESTE 2,2023-12-05 13:54:23,204.7,13.4,-11.779456,-33.872833
NAVIO TESTE 2,2023-12-05 13:56:43,205.0,13.4,-11.7874,-33.876545
NAVIO TESTE 2,2023-12-05 14:30:53,204.9,13.3,-11.903815,-33.931931
NAVIO TESTE 2,2023-12-05 14:37:54,205.8,13.4,-11.927551,-33.94334
NAVIO TESTE 2,2023-12-05 15:16:43,203.4,13.2,-12.059601,-34.002475
NAVIO TESTE 2,2023-12-05 15:45:03,204.8,13.1,-12.15331,-34.046625
NAVIO TESTE 2,2023-12-05 15:52:03,205.3,13.0,-12.17634,-34.05777
NAVIO TESTE 2,2023-12-05 15:54:13,205.8,13.0,-12.183363,-34.061185
NAVIO TESTE 2,2023-12-05 16:22:04,204.5,13.0,-12.275373,-34.103358
NAVIO TESTE 2,2023-12-05 16:45:13,203.8,13.1,-12.352796,-34.137921
NAVIO TESTE 2,2023-12-05 16:47:12,203.6,13.0,-12.359478,-34.140896
NAVIO TESTE 2,2023-12-05 16:50:12,203.8,13.0,-12.369438,-34.14528
NAVIO TESTE 2,2023-12-05 16:50:41,203.3,13.0,-12.37116,-34.14602
NAVIO TESTE 2,2023-12-05 16:53:12,202.2,13.0,-12.379516,-34.149626
NAVIO TESTE 2,2023-12-05 16:53:21,202.1,13.0,-12.380011,-34.149838
NAVIO TESTE 2,2023-12-05 16:53:31,202.2,13.0,-12.380563,-34.150075
NAVIO TESTE 2,2023-12-05 16:54:41,204.0,12.9,-12.384453,-34.15176
NAVIO TESTE 2,2023-12-05 16:57:14,203.0,13.0,-12.392901,-34.15548
NAVIO TESTE 2,2023-12-05 17:01:23,203.1,13.0,-12.406708,-34.161426
NAVIO TESTE 2,2023-12-05 17:04:43,202.2,13.0,-12.417865,-34.166231
NAVIO TESTE 2,2023-12-05 17:04:44,202.2,13.0,-12.417865,-34.166231
NAVIO TESTE 2,2023-12-05 17:31:04,203.6,13.0,-12.505885,-34.20428
NAVIO TESTE 2,2023-12-05 17:36:24,203.4,13.0,-12.5236,-34.21205
NAVIO TESTE 2,2023-12-05 17:46:44,202.8,13.1,-12.558066,-34.227185
NAVIO TESTE 2,2023-12-05 17:51:53,202.7,13.1,-12.575378,-34.234738
NAVIO TESTE 2,2023-12-05 17:53:54,203.3,13.1,-12.582058,-34.237631
NAVIO TESTE 2,2023-12-05 18:04:53,204.2,13.1,-12.61881,-34.254503
NAVIO TESTE 2,2023-12-05 18:09:04,204.6,13.1,-12.632665,-34.26101
NAVIO TESTE 2,2023-12-05 18:12:42,205.0,13.1,-12.644748,-34.266705
NAVIO TESTE 2,2023-12-05 18:39:23,299.9,11.8,-12.610926,-34.265186
NAVIO TESTE 2,2023-12-05 18:41:34,249.8,9.8,-12.6103,-34.271575
NAVIO TESTE 2,2023-12-05 18:50:13,200.4,12.5,-12.632096,-34.285856
NAVIO TESTE 2,2023-12-05 19:35:12,200.1,13.2,-12.784841,-34.346655
NAVIO TESTE 2,2023-12-05 19:37:43,200.3,13.2,-12.79344,-34.349935
NAVIO TESTE 2,2023-12-05 19:39:52,199.9,13.2,-12.800893,-34.352735
NAVIO TESTE 2,2023-12-05 20:27:04,203.6,13.1,-12.96341,-34.416583
NAVIO TESTE 2,2023-12-05 20:54:13,205.0,13.2,-13.054888,-34.456885
NAVIO TESTE 2,2023-12-05 20:58:43,204.3,13.2,-13.069975,-34.46381
NAVIO TESTE 2,2023-12-05 21:25:32,204.2,13.0,-13.159136,-34.504813
NAVIO TESTE 2,2023-12-05 21:27:43,204.7,12.9,-13.166255,-34.508191
NAVIO TESTE 2,2023-12-05 21:34:02,205.1,12.8,-13.187103,-34.518
NAVIO TESTE 2,2023-12-05 22:05:13,204.6,12.9,-13.290163,-34.565253
NAVIO TESTE 2,2023-12-05 22:08:53,206.2,13.0,-13.302311,-34.57087
NAVIO TESTE 2,2023-12-05 22:36:34,205.2,12.7,-13.392573,-34.614198
NAVIO TESTE 2,2023-12-05 22:39:04,205.2,12.7,-13.400628,-34.618031
NAVIO TESTE 2,2023-12-05 22:46:13,203.1,12.7,-13.424001,-34.628523
NAVIO TESTE 2,2023-12-05 23:09:03,203.4,12.7,-13.497675,-34.663191
NAVIO TESTE 2,2023-12-05 23:11:32,204.3,12.7,-13.505636,-34.66689
NAVIO TESTE 2,2023-12-05 23:26:03,205.2,12.8,-13.552938,-34.68859
NAVIO TESTE 2,2023-12-05 23:35:53,203.4,12.9,-13.585061,-34.703288
NAVIO TESTE 2,2023-12-05 23:41:25,204.4,12.9,-13.603278,-34.711461
NAVIO TESTE 2,2023-12-05 23:43:33,204.3,12.9,-13.610303,-34.714701
NAVIO TESTE 2,2023-12-05 23:46:25,204.1,12.8,-13.619766,-34.719116
NAVIO TESTE 2,2023-12-06 00:02:22,202.6,12.8,-13.672095,-34.742958
NAVIO TESTE 2,2023-12-06 00:02:52,203.2,12.7,-13.673766,-34.743716
NAVIO TESTE 2,2023-12-06 00:03:22,203.1,12.7,-13.675388,-34.744443
NAVIO TESTE 2,2023-12-06 00:05:22,203.4,12.8,-13.681968,-34.747335
NAVIO TESTE 2,2023-12-06 00:05:33,203.1,12.8,-13.68257,-34.747605
NAVIO TESTE 2,2023-12-06 00:05:41,204.8,12.8,-13.683005,-34.747808
NAVIO TESTE 2,2023-12-06 00:06:52,204.7,12.8,-13.686938,-34.749595
NAVIO TESTE 2,2023-12-06 00:07:41,205.0,13.0,-13.689608,-34.750833
NAVIO TESTE 2,2023-12-06 00:08:33,205.6,12.8,-13.69239,-34.752186
NAVIO TESTE 2,2023-12-06 00:08:41,205.5,12.8,-13.692886,-34.75242
NAVIO TESTE 2,2023-12-06 00:10:13,205.4,12.9,-13.697836,-34.754803
NAVIO TESTE 2,2023-12-06 00:17:05,204.3,12.9,-13.720466,-34.765336
NAVIO TESTE 2,2023-12-06 00:21:13,204.7,13.0,-13.734216,-34.771748
NAVIO TESTE 2,2023-12-06 00:36:23,204.4,13.1,-13.784831,-34.795236
NAVIO TESTE 2,2023-12-06 00:39:12,204.1,13.1,-13.794301,-34.799621
NAVIO TESTE 2,2023-12-06 00:56:14,204.8,13.1,-13.8514,-34.825801
NAVIO TESTE 2,2023-12-06 00:57:23,204.9,13.1,-13.85533,-34.827668
NAVIO TESTE 2,2023-12-06 01:22:33,204.9,13.1,-13.93981,-34.866798
NAVIO TESTE 2,2023-12-06 01:25:54,204.9,13.1,-13.951018,-34.872173
NAVIO TESTE 2,2023-12-06 01:28:03,204.4,13.1,-13.958243,-34.875466
NAVIO TESTE 2,2023-12-06 01:30:44,204.5,13.0,-13.967268,-34.879558
NAVIO TESTE 2,2023-12-06 02:12:42,204.8,12.9,-14.107096,-34.944
NAVIO TESTE 2,2023-12-06 02:17:22,204.4,13.0,-14.12269,-34.95115
NAVIO TESTE 2,2023-12-06 02:37:43,203.7,12.9,-14.190161,-34.982198
NAVIO TESTE 2,2023-12-06 02:39:54,204.2,12.9,-14.19739,-34.985541
NAVIO TESTE 2,2023-12-06 03:29:42,203.5,13.1,-14.363911,-35.062575
