NOME,DATAHORA,RUMO,VELOCIDADE,LATITUDE,LONGITUDE
NAVIO TESTE 3,2023-11-27 07:06:17,113.2,0.0,-23.836228,-45.430023
NAVIO TESTE 3,2023-11-27 07:07:17,113.2,0.0,-23.836231,-45.43
NAVIO TESTE 3,2023-11-27 07:07:26,113.2,0.0,-23.836226,-45.430003
NAVIO TESTE 3,2023-11-27 07:28:28,174.8,0.0,-23.836061,-45.430075
NAVIO TESTE 3,2023-11-27 07:31:18,212.0,0.0,-23.836093,-45.430098
NAVIO TESTE 3,2023-11-27 07:53:18,166.7,0.0,-23.83592,-45.43023
NAVIO TESTE 3,2023-11-27 07:57:37,165.7,0.0,-23.83596,-45.43019
NAVIO TESTE 3,2023-11-27 09:35:18,319.4,0.0,-23.835983,-45.430186
NAVIO TESTE 3,2023-11-27 09:36:59,271.3,0.0,-23.835976,-45.43021
NAVIO TESTE 3,2023-11-27 09:41:49,31.0,0.0,-23.835931,-45.430241
NAVIO TESTE 3,2023-11-27 10:40:57,149.9,0.0,-23.83606,-45.430185
NAVIO TESTE 3,2023-11-27 10:45:59,127.1,0.0,-23.836138,-45.430156
NAVIO TESTE 3,2023-11-27 10:49:17,316.8,0.0,-23.83613,-45.43014
NAVIO TESTE 3,2023-11-27 11:06:57,36.8,0.0,-23.836131,-45.430111
NAVIO TESTE 3,2023-11-27 11:52:47,150.9,0.0,-23.835973,-45.430175
NAVIO TESTE 3,2023-11-27 11:55:58,155.1,0.0,-23.836005,-45.430175
NAVIO TESTE 3,2023-11-27 12:24:57,158.5,0.0,-23.836188,-45.430106
NAVIO TESTE 3,2023-11-27 12:26:46,121.9,0.0,-23.836138,-45.43014
NAVIO TESTE 3,2023-11-27 12:27:08,102.7,0.0,-23.836151,-45.430121
NAVIO TESTE 3,2023-11-27 12:29:46,95.2,0.0,-23.836135,-45.430041
NAVIO TESTE 3,2023-11-27 12:39:28,65.3,0.0,-23.836078,-45.430106
NAVIO TESTE 3,2023-11-27 12:39:47,47.5,0.0,-23.836066,-45.430101
NAVIO TESTE 3,2023-11-27 12:40:47,31.8,0.0,-23.836076,-45.430113
NAVIO TESTE 3,2023-11-27 12:54:28,346.7,0.0,-23.836156,-45.430045
NAVIO TESTE 3,2023-11-27 13:41:39,311.0,0.0,-23.836011,-45.430183
NAVIO TESTE 3,2023-11-27 13:46:58,151.2,0.0,-23.836003,-45.430145
NAVIO TESTE 3,2023-11-27 15:25:29,119.7,0.0,-23.836116,-45.43015
NAVIO TESTE 3,2023-11-27 15:28:39,180.2,0.0,-23.836133,-45.430111
NAVIO TESTE 3,2023-11-27 15:53:37,358.0,0.0,-23.836173,-45.43009
NAVIO TESTE 3,2023-11-27 16:26:47,296.6,0.0,-23.836148,-45.430156
NAVIO TESTE 3,2023-11-27 16:30:29,17.0,0.0,-23.836128,-45.43016
NAVIO TESTE 3,2023-11-27 16:58:56,157.2,0.0,-23.836346,-45.430013
NAVIO TESTE 3,2023-11-27 17:01:59,305.1,0.0,-23.836363,-45.430025
NAVIO TESTE 3,2023-11-27 17:37:37,306.1,0.0,-23.836173,-45.430135
NAVIO TESTE 3,2023-11-27 17:42:35,321.1,0.0,-23.836113,-45.430161
NAVIO TESTE 3,2023-11-27 17:45:45,283.5,0.0,-23.836063,-45.430181
NAVIO TESTE 3,2023-11-27 17:46:06,314.7,0.0,-23.836066,-45.430188
NAVIO TESTE 3,2023-11-27 17:47:05,304.4,0.0,-23.836053,-45.430211
NAVIO TESTE 3,2023-11-27 17:49:05,345.9,0.0,-23.836016,-45.430228
NAVIO TESTE 3,2023-11-27 18:11:58,306.5,0.0,-23.835793,-45.430286
NAVIO TESTE 3,2023-11-27 18:20:08,185.9,0.0,-23.835921,-45.430203
NAVIO TESTE 3,2023-11-27 18:23:58,358.6,0.0,-23.83589,-45.430208
NAVIO TESTE 3,2023-11-27 18:42:58,210.1,0.0,-23.836006,-45.430173
NAVIO TESTE 3,2023-11-27 18:45:28,338.1,0.0,-23.836008,-45.43023
NAVIO TESTE 3,2023-11-27 19:20:57,166.1,0.0,-23.836041,-45.430171
NAVIO TESTE 3,2023-11-27 19:35:48,332.2,0.0,-23.836095,-45.430141
NAVIO TESTE 3,2023-11-27 20:01:36,146.5,0.0,-23.836016,-45.430205
NAVIO TESTE 3,2023-11-27 20:07:38,335.5,0.0,-23.835938,-45.430193
NAVIO TESTE 3,2023-11-27 20:35:59,202.3,0.0,-23.836145,-45.430073
NAVIO TESTE 3,2023-11-27 20:43:57,331.4,0.0,-23.836198,-45.430021
NAVIO TESTE 3,2023-11-27 21:13:48,301.9,0.0,-23.83595,-45.43016
NAVIO TESTE 3,2023-11-27 21:15:58,342.5,0.0,-23.835936,-45.430191
NAVIO TESTE 3,2023-11-27 21:51:18,143.7,0.0,-23.836101,-45.430073
NAVIO TESTE 3,2023-11-27 22:11:27,94.2,0.0,-23.8362,-45.430103
NAVIO TESTE 3,2023-11-27 22:14:48,131.1,0.0,-23.836241,-45.430083
NAVIO TESTE 3,2023-11-27 23:54:27,143.4,0.0,-23.836151,-45.4301
NAVIO TESTE 3,2023-11-27 23:56:28,310.8,0.0,-23.836135,-45.430171
NAVIO TESTE 3,2023-11-27 23:57:27,330.7,0.0,-23.836125,-45.4302
NAVIO TESTE 3,2023-11-28 00:01:36,16.0,0.0,-23.836001,-45.430208
NAVIO TESTE 3,2023-11-28 00:14:16,48.2,0.1,-23.835988,-45.43015
NAVIO TESTE 3,2023-11-28 00:16:26,22.0,0.0,-23.835983,-45.430186
NAVIO TESTE 3,2023-11-28 00:24:58,146.6,0.0,-23.836066,-45.430146
NAVIO TESTE 3,2023-11-28 00:28:18,162.2,0.0,-23.836155,-45.430088
NAVIO TESTE 3,2023-11-28 00:40:18,263.5,0.0,-23.836143,-45.430128
NAVIO TESTE 3,2023-11-28 01:09:37,150.4,0.0,-23.836263,-45.430046
NAVIO TESTE 3,2023-11-28 01:11:58,109.4,0.0,-23.836233,-45.430081
NAVIO TESTE 3,2023-11-28 01:48:27,343.1,0.0,-23.836171,-45.430041
NAVIO TESTE 3,2023-11-28 02:17:46,231.0,0.0,-23.836218,-45.430086
NAVIO TESTE 3,2023-11-28 02:20:58,196.1,0.0,-23.836246,-45.430095
NAVIO TESTE 3,2023-11-28 02:53:16,191.5,0.0,-23.83597,-45.430171
NAVIO TESTE 3,2023-11-28 02:56:26,189.4,0.0,-23.836006,-45.430208
NAVIO TESTE 3,2023-11-28 02:59:37,126.5,0.0,-23.836015,-45.43014
NAVIO TESTE 3,2023-11-28 03:27:19,138.5,0.0,-23.835856,-45.430203
NAVIO TESTE 3,2023-11-28 03:29:48,157.2,0.0,-23.835861,-45.430161
NAVIO TESTE 3,2023-11-28 03:56:49,145.9,0.0,-23.836105,-45.430085
NAVIO TESTE 3,2023-11-28 04:06:08,336.5,0.0,-23.83599,-45.430155
NAVIO TESTE 3,2023-11-28 04:46:27,119.7,0.0,-23.836156,-45.430013
NAVIO TESTE 3,2023-11-28 04:52:18,297.3,0.1,-23.836188,-45.429973
NAVIO TESTE 3,2023-11-28 04:54:38,317.6,0.0,-23.836176,-45.430031
NAVIO TESTE 3,2023-11-28 05:41:09,129.2,0.0,-23.83616,-45.430016
NAVIO TESTE 3,2023-11-28 05:46:37,7.5,0.0,-23.83608,-45.429943
NAVIO TESTE 3,2023-11-28 06:01:56,174.3,0.0,-23.83618,-45.430073
NAVIO TESTE 3,2023-11-28 06:03:06,165.1,0.0,-23.8362,-45.43005
NAVIO TESTE 3,2023-11-28 06:03:48,151.7,0.0,-23.836201,-45.430053
NAVIO TESTE 3,2023-11-28 06:04:48,121.0,0.0,-23.836216,-45.430025
NAVIO TESTE 3,2023-11-28 06:05:37,156.0,0.0,-23.836221,-45.430021
NAVIO TESTE 3,2023-11-28 06:06:06,146.6,0.0,-23.836226,-45.430013
NAVIO TESTE 3,2023-11-28 06:06:17,142.5,0.0,-23.836231,-45.430016
NAVIO TESTE 3,2023-11-28 06:34:18,134.2,0.0,-23.836123,-45.430025
NAVIO TESTE 3,2023-11-28 06:56:37,340.5,0.0,-23.836043,-45.430076
NAVIO TESTE 3,2023-11-28 06:59:07,354.9,0.0,-23.83601,-45.430086
NAVIO TESTE 3,2023-11-28 07:01:18,291.4,0.0,-23.835968,-45.430053
NAVIO TESTE 3,2023-11-28 08:38:54,143.9,0.0,-23.83596,-45.430146
NAVIO TESTE 3,2023-11-28 08:44:44,147.6,0.0,-23.836201,-45.430043
NAVIO TESTE 3,2023-11-28 09:11:36,355.0,0.0,-23.83607,-45.430118
NAVIO TESTE 3,2023-11-28 10:21:47,139.6,0.0,-23.836028,-45.43016
NAVIO TESTE 3,2023-11-28 10:25:48,102.7,0.0,-23.836046,-45.430106
NAVIO TESTE 3,2023-11-28 10:57:49,327.8,0.0,-23.836126,-45.430115
NAVIO TESTE 3,2023-11-28 11:28:19,329.4,0.0,-23.836033,-45.430165
NAVIO TESTE 3,2023-11-28 11:52:07,352.1,0.0,-23.83605,-45.430163
NAVIO TESTE 3,2023-11-28 12:03:29,130.3,0.0,-23.836048,-45.430186
NAVIO TESTE 3,2023-11-28 12:06:18,55.1,0.0,-23.836045,-45.430166
NAVIO TESTE 3,2023-11-28 12:23:47,16.9,0.0,-23.836076,-45.430165
NAVIO TESTE 3,2023-11-28 13:36:59,169.4,0.0,-23.836063,-45.43019
NAVIO TESTE 3,2023-11-28 14:26:58,318.0,0.0,-23.836248,-45.430045
NAVIO TESTE 3,2023-11-28 14:34:18,138.8,0.0,-23.836223,-45.430053
NAVIO TESTE 3,2023-11-28 15:17:49,289.5,0.0,-23.835993,-45.43009
NAVIO TESTE 3,2023-11-28 16:05:36,286.7,0.0,-23.83625,-45.43005
NAVIO TESTE 3,2023-11-28 16:31:58,117.5,0.0,-23.836431,-45.429971
NAVIO TESTE 3,2023-11-28 16:35:37,165.8,0.0,-23.836421,-45.429966
NAVIO TESTE 3,2023-11-28 16:38:08,180.7,0.0,-23.836406,-45.429956
NAVIO TESTE 3,2023-11-28 17:15:18,310.4,0.0,-23.836226,-45.430031
NAVIO TESTE 3,2023-11-28 17:22:28,357.5,0.0,-23.836178,-45.430103
NAVIO TESTE 3,2023-11-28 17:43:49,130.4,0.0,-23.836415,-45.429985
NAVIO TESTE 3,2023-11-28 17:47:49,241.0,0.0,-23.836458,-45.429943
NAVIO TESTE 3,2023-11-28 18:01:17,355.6,0.0,-23.836465,-45.429996
NAVIO TESTE 3,2023-11-28 18:01:56,343.8,0.0,-23.836413,-45.429983
NAVIO TESTE 3,2023-11-28 18:19:48,148.4,0.0,-23.836306,-45.430088
NAVIO TESTE 3,2023-11-28 18:35:57,145.8,0.0,-23.836395,-45.429991
NAVIO TESTE 3,2023-11-28 19:04:37,71.7,0.3,-23.835466,-45.428266
NAVIO TESTE 3,2023-11-28 19:08:17,219.7,0.2,-23.83548,-45.428181
NAVIO TESTE 3,2023-11-28 19:38:07,184.4,0.6,-23.837121,-45.425663
NAVIO TESTE 3,2023-11-28 19:44:28,189.1,0.3,-23.838411,-45.425941
NAVIO TESTE 3,2023-11-28 21:13:39,330.1,0.0,-23.840078,-45.427521
NAVIO TESTE 3,2023-11-28 21:56:27,131.1,0.0,-23.839943,-45.427675
NAVIO TESTE 3,2023-11-28 23:00:28,140.5,0.0,-23.840218,-45.42741
NAVIO TESTE 3,2023-11-28 23:37:27,299.1,0.0,-23.840315,-45.427256
NAVIO TESTE 3,2023-11-29 00:17:09,286.0,0.0,-23.840075,-45.427543
NAVIO TESTE 3,2023-11-29 00:45:59,150.4,0.0,-23.840175,-45.427481
NAVIO TESTE 3,2023-11-29 00:52:17,151.3,0.0,-23.84026,-45.427355
NAVIO TESTE 3,2023-11-29 01:20:37,113.8,0.0,-23.840246,-45.427283
NAVIO TESTE 3,2023-11-29 01:24:46,136.9,0.0,-23.840336,-45.42725
NAVIO TESTE 3,2023-11-29 01:41:57,97.0,0.0,-23.840405,-45.427188
NAVIO TESTE 3,2023-11-29 01:42:57,87.5,0.0,-23.84043,-45.427176
NAVIO TESTE 3,2023-11-29 01:52:58,344.4,0.0,-23.840463,-45.427031
NAVIO TESTE 3,2023-11-29 01:59:48,353.8,0.0,-23.840415,-45.42696
NAVIO TESTE 3,2023-11-29 02:01:57,25.4,0.0,-23.840383,-45.426945
NAVIO TESTE 3,2023-11-29 02:03:17,89.1,0.1,-23.840373,-45.426861
NAVIO TESTE 3,2023-11-29 02:28:27,57.5,0.0,-23.839905,-45.42455
